State,County,Year,Poverty Rate
Kentucky,Muhlenberg County,2014,19.9
Kentucky,Muhlenberg County,2013,20.4
Kentucky,Muhlenberg County,2012,19.3
Kentucky,Muhlenberg County,2011,19.3
Kentucky,Muhlenberg County,2010,19.3
Kentucky,Muhlenberg County,2009,19.3
Kentucky,Nelson County,2018,10.9
Kentucky,Nelson County,2017,11.4
Kentucky,Nelson County,2016,13.9
Kentucky,Nelson County,2015,16.0
Kentucky,Nelson County,2014,16.0
Kentucky,Nelson County,2013,16.7
Kentucky,Nelson County,2012,17.5
Kentucky,Nelson County,2011,17.5
Kentucky,Nelson County,2010,17.5
Kentucky,Nelson County,2009,17.5
Kentucky,Nicholas County,2018,25.8
Kentucky,Nicholas County,2017,27.8
Kentucky,Nicholas County,2016,26.0
Kentucky,Nicholas County,2015,23.4
Kentucky,Nicholas County,2014,23.4
Kentucky,Nicholas County,2013,15.4
Kentucky,Nicholas County,2012,16.3
Kentucky,Nicholas County,2011,16.3
Kentucky,Nicholas County,2010,16.3
Kentucky,Nicholas County,2009,16.3
Kentucky,Ohio County,2018,20.5
Kentucky,Ohio County,2017,21.3
Kentucky,Ohio County,2016,21.2
Kentucky,Ohio County,2015,22.0
Kentucky,Ohio County,2014,22.0
Kentucky,Ohio County,2013,19.7
Kentucky,Ohio County,2012,20.8
Kentucky,Ohio County,2011,20.8
Kentucky,Ohio County,2010,20.8
Kentucky,Ohio County,2009,20.8
Kentucky,Oldham County,2018,5.5
Kentucky,Oldham County,2017,5.6
Kentucky,Oldham County,2016,6.0
Kentucky,Oldham County,2015,6.0
Kentucky,Oldham County,2014,6.0
Kentucky,Oldham County,2013,6.8
Kentucky,Oldham County,2012,6.8
Kentucky,Oldham County,2011,6.8
Kentucky,Oldham County,2010,6.8
Kentucky,Oldham County,2009,4.6
Kentucky,Owen County,2018,16.4
Kentucky,Owen County,2017,16.7
Kentucky,Owen County,2016,17.6
Kentucky,Owen County,2015,16.8
Kentucky,Owen County,2014,16.8
Kentucky,Owen County,2013,15.3
Kentucky,Owen County,2012,15.9
Kentucky,Owen County,2011,15.9
Kentucky,Owen County,2010,15.9
Kentucky,Owen County,2009,15.9
Kentucky,Owsley County,2018,34.7
Kentucky,Owsley County,2017,33.0
Kentucky,Owsley County,2016,37.1
Kentucky,Owsley County,2015,37.9
Kentucky,Owsley County,2014,37.9
Kentucky,Owsley County,2013,37.7
Kentucky,Owsley County,2012,36.4
Kentucky,Owsley County,2011,36.4
Kentucky,Owsley County,2010,36.4
Kentucky,Owsley County,2009,36.4
Kentucky,Pendleton County,2018,17.6
Kentucky,Pendleton County,2017,15.1
Kentucky,Pendleton County,2016,14.8
Kentucky,Pendleton County,2015,15.3
Kentucky,Pendleton County,2014,15.3
Kentucky,Pendleton County,2013,15.6
Kentucky,Pendleton County,2012,16.2
Kentucky,Pendleton County,2011,16.2
Kentucky,Pendleton County,2010,16.2
Kentucky,Pendleton County,2009,16.2
Kentucky,Perry County,2018,27.1
Kentucky,Perry County,2017,26.2
Kentucky,Perry County,2016,27.4
Kentucky,Perry County,2015,25.4
Kentucky,Perry County,2014,25.4
Kentucky,Perry County,2013,23.2
Kentucky,Perry County,2012,25.8
Kentucky,Perry County,2011,25.8
Kentucky,Perry County,2010,25.8
Kentucky,Perry County,2009,25.8
Kentucky,Pike County,2018,26.5
Kentucky,Pike County,2017,26.4
Kentucky,Pike County,2016,25.2
Kentucky,Pike County,2015,22.9
Kentucky,Pike County,2014,22.9
Kentucky,Pike County,2013,21.2
Kentucky,Pike County,2012,23.5
Kentucky,Pike County,2011,23.5
Kentucky,Pike County,2010,23.5
Kentucky,Pike County,2009,20.6
Kentucky,Powell County,2018,21.9
Kentucky,Powell County,2017,24.1
Kentucky,Powell County,2016,26.0
Kentucky,Powell County,2015,28.1
Kentucky,Powell County,2014,28.1
Kentucky,Powell County,2013,29.7
Kentucky,Powell County,2012,28.9
Kentucky,Powell County,2011,28.9
Kentucky,Powell County,2010,28.9
Kentucky,Powell County,2009,28.9
Kentucky,Pulaski County,2018,23.6
Kentucky,Pulaski County,2017,25.3
Kentucky,Pulaski County,2016,25.0
Kentucky,Pulaski County,2015,26.4
Kentucky,Pulaski County,2014,26.4
Kentucky,Pulaski County,2013,21.5
Kentucky,Pulaski County,2012,23.3
Kentucky,Pulaski County,2011,23.3
Kentucky,Pulaski County,2010,23.3
Kentucky,Pulaski County,2009,18.6
Kentucky,Robertson County,2018,27.1
Kentucky,Robertson County,2017,30.4
Kentucky,Robertson County,2016,24.4
Kentucky,Robertson County,2015,22.0
Kentucky,Robertson County,2014,22.0
Kentucky,Robertson County,2013,19.9
Kentucky,Robertson County,2012,25.4
Kentucky,Robertson County,2011,25.4
Kentucky,Robertson County,2010,25.4
Kentucky,Robertson County,2009,25.4
Kentucky,Rockcastle County,2018,21.0
Kentucky,Rockcastle County,2017,21.0
Kentucky,Rockcastle County,2016,23.4
Kentucky,Rockcastle County,2015,24.7
Kentucky,Rockcastle County,2014,24.7
Kentucky,Rockcastle County,2013,25.5
Kentucky,Rockcastle County,2012,26.7
Kentucky,Rockcastle County,2011,26.7
Kentucky,Rockcastle County,2010,26.7
Kentucky,Rockcastle County,2009,26.7
Kentucky,Rowan County,2018,26.0
Kentucky,Rowan County,2017,26.7
Kentucky,Rowan County,2016,25.9
Kentucky,Rowan County,2015,26.0
Kentucky,Rowan County,2014,26.0
Kentucky,Rowan County,2013,23.7
Kentucky,Rowan County,2012,30.0
Kentucky,Rowan County,2011,30.0
Kentucky,Rowan County,2010,30.0
Kentucky,Rowan County,2009,30.0
Kentucky,Russell County,2018,24.6
Kentucky,Russell County,2017,25.3
Kentucky,Russell County,2016,26.5
Kentucky,Russell County,2015,25.8
Kentucky,Russell County,2014,25.8
Kentucky,Russell County,2013,25.8
Kentucky,Russell County,2012,27.3
Kentucky,Russell County,2011,27.3
Kentucky,Russell County,2010,27.3
Kentucky,Russell County,2009,27.3
Kentucky,Scott County,2018,12.0
Kentucky,Scott County,2017,11.5
Kentucky,Scott County,2016,10.7
Kentucky,Scott County,2015,11.0
Kentucky,Scott County,2014,11.0
Kentucky,Scott County,2013,12.4
Kentucky,Scott County,2012,13.7
Kentucky,Scott County,2011,13.7
Kentucky,Scott County,2010,13.7
Kentucky,Scott County,2009,10.7
Kentucky,Shelby County,2018,12.6
Kentucky,Shelby County,2017,12.4
Kentucky,Shelby County,2016,12.8
Kentucky,Shelby County,2015,13.0
Kentucky,Shelby County,2014,13.0
Kentucky,Shelby County,2013,11.3
Kentucky,Shelby County,2012,12.4
Kentucky,Shelby County,2011,12.4
Kentucky,Shelby County,2010,12.4
Kentucky,Shelby County,2009,9.9
Kentucky,Simpson County,2018,15.5
Kentucky,Simpson County,2017,17.4
Kentucky,Simpson County,2016,19.1
Kentucky,Simpson County,2015,20.1
Kentucky,Simpson County,2014,20.1
Kentucky,Simpson County,2013,18.4
Kentucky,Simpson County,2012,17.2
Kentucky,Simpson County,2011,17.2
Kentucky,Simpson County,2010,17.2
Kentucky,Simpson County,2009,17.2
Kentucky,Spencer County,2018,8.4
Kentucky,Spencer County,2017,8.7
Kentucky,Spencer County,2016,10.1
Kentucky,Spencer County,2015,8.4
Kentucky,Spencer County,2014,8.4
Kentucky,Spencer County,2013,7.4
Kentucky,Spencer County,2012,7.0
Kentucky,Spencer County,2011,7.0
Kentucky,Spencer County,2010,7.0
Kentucky,Spencer County,2009,10.1
Kentucky,Taylor County,2018,24.3
Kentucky,Taylor County,2017,23.1
Kentucky,Taylor County,2016,25.3
Kentucky,Taylor County,2015,23.7
Kentucky,Taylor County,2014,23.7
Kentucky,Taylor County,2013,21.6
Kentucky,Taylor County,2012,23.0
Kentucky,Taylor County,2011,23.0
Kentucky,Taylor County,2010,23.0
Kentucky,Taylor County,2009,23.0
Kentucky,Todd County,2018,18.0
Kentucky,Todd County,2017,20.1
Kentucky,Todd County,2016,17.2
Kentucky,Todd County,2015,18.5
Kentucky,Todd County,2014,18.5
Kentucky,Todd County,2013,18.8
Kentucky,Todd County,2012,19.6
Kentucky,Todd County,2011,19.6
Kentucky,Todd County,2010,19.6
Kentucky,Todd County,2009,19.6
Kentucky,Trigg County,2018,10.6
Kentucky,Trigg County,2017,15.8
Kentucky,Trigg County,2016,16.2
Kentucky,Trigg County,2015,17.8
Kentucky,Trigg County,2014,17.8
Kentucky,Trigg County,2013,14.8
Kentucky,Trigg County,2012,13.5
Kentucky,Trigg County,2011,13.5
Kentucky,Trigg County,2010,13.5
Kentucky,Trigg County,2009,13.5
Kentucky,Trimble County,2018,19.0
Kentucky,Trimble County,2017,15.2
Kentucky,Trimble County,2016,18.0
Kentucky,Trimble County,2015,17.4
Kentucky,Trimble County,2014,17.4
Kentucky,Trimble County,2013,16.3
Kentucky,Trimble County,2012,16.8
Kentucky,Trimble County,2011,16.8
Kentucky,Trimble County,2010,16.8
Kentucky,Trimble County,2009,16.8
Kentucky,Union County,2018,22.2
Kentucky,Union County,2017,22.9
Kentucky,Union County,2016,24.0
Kentucky,Union County,2015,27.7
Kentucky,Union County,2014,27.7
Kentucky,Union County,2013,25.7
Kentucky,Union County,2012,26.1
Kentucky,Union County,2011,26.1
Kentucky,Union County,2010,26.1
Kentucky,Union County,2009,26.1
Kentucky,Warren County,2018,17.4
Kentucky,Warren County,2017,18.0
Kentucky,Warren County,2016,19.2
Kentucky,Warren County,2015,18.8
Kentucky,Warren County,2014,18.8
Kentucky,Warren County,2013,18.4
Kentucky,Warren County,2012,18.9
Kentucky,Warren County,2011,18.9
Kentucky,Warren County,2010,18.9
Kentucky,Warren County,2009,18.9
Kentucky,Washington County,2018,16.6
Kentucky,Washington County,2017,17.0
Kentucky,Washington County,2016,17.6
Kentucky,Washington County,2015,17.6
Kentucky,Washington County,2014,17.6
Kentucky,Washington County,2013,14.2
Kentucky,Washington County,2012,15.8
Kentucky,Washington County,2011,15.8
Kentucky,Washington County,2010,15.8
Kentucky,Washington County,2009,15.8
Kentucky,Wayne County,2018,24.6
Kentucky,Wayne County,2017,23.2
Kentucky,Wayne County,2016,25.4
Kentucky,Wayne County,2015,27.0
Kentucky,Wayne County,2014,27.0
Kentucky,Wayne County,2013,21.8
Kentucky,Wayne County,2012,26.8
Kentucky,Wayne County,2011,26.8
Kentucky,Wayne County,2010,26.8
Kentucky,Wayne County,2009,26.8
Kentucky,Webster County,2018,22.1
Kentucky,Webster County,2017,21.4
Kentucky,Webster County,2016,20.1
Kentucky,Webster County,2015,17.6
Kentucky,Webster County,2014,17.6
Kentucky,Webster County,2013,14.8
Kentucky,Webster County,2012,17.2
Kentucky,Webster County,2011,17.2
Kentucky,Webster County,2010,17.2
Kentucky,Webster County,2009,17.2
Kentucky,Whitley County,2018,26.0
Kentucky,Whitley County,2017,25.2
Kentucky,Whitley County,2016,27.0
Kentucky,Whitley County,2015,26.0
Kentucky,Whitley County,2014,26.0
Kentucky,Whitley County,2013,23.4
Kentucky,Whitley County,2012,26.3
Kentucky,Whitley County,2011,26.3
Kentucky,Whitley County,2010,26.3
Kentucky,Whitley County,2009,26.3
Kentucky,Wolfe County,2018,32.3
Kentucky,Wolfe County,2017,36.9
Kentucky,Wolfe County,2016,40.8
Kentucky,Wolfe County,2015,43.0
Kentucky,Wolfe County,2014,43.0
Kentucky,Wolfe County,2013,40.6
Kentucky,Wolfe County,2012,41.4
Kentucky,Wolfe County,2011,41.4
Kentucky,Wolfe County,2010,41.4
Kentucky,Wolfe County,2009,41.4
Kentucky,Woodford County,2018,14.2
Kentucky,Woodford County,2017,14.5
Kentucky,Woodford County,2016,14.4
Kentucky,Woodford County,2015,13.1
Kentucky,Woodford County,2014,13.1
Kentucky,Woodford County,2013,10.3
Kentucky,Woodford County,2012,12.2
Kentucky,Woodford County,2011,12.2
Kentucky,Woodford County,2010,12.2
Kentucky,Woodford County,2009,12.2
Louisiana,Acadia Parish,2018,23.9
Louisiana,Acadia Parish,2017,21.5
Louisiana,Acadia Parish,2016,20.6
Louisiana,Acadia Parish,2015,20.6
Louisiana,Acadia Parish,2014,20.6
Louisiana,Acadia Parish,2013,17.7
Louisiana,Acadia Parish,2012,19.1
Louisiana,Acadia Parish,2011,19.1
Louisiana,Acadia Parish,2010,19.1
Louisiana,Acadia Parish,2009,19.1
Louisiana,Allen Parish,2018,18.7
Louisiana,Allen Parish,2017,16.6
Louisiana,Allen Parish,2016,15.9
Louisiana,Allen Parish,2015,16.5
Louisiana,Allen Parish,2014,16.5
Louisiana,Allen Parish,2013,16.1
Louisiana,Allen Parish,2012,16.6
Louisiana,Allen Parish,2011,16.6
Louisiana,Allen Parish,2010,16.6
Louisiana,Allen Parish,2009,16.6
Louisiana,Ascension Parish,2018,11.6
Louisiana,Ascension Parish,2017,11.7
Louisiana,Ascension Parish,2016,11.5
Louisiana,Ascension Parish,2015,11.8
Louisiana,Ascension Parish,2014,11.8
Louisiana,Ascension Parish,2013,12.3
Louisiana,Ascension Parish,2012,11.2
Louisiana,Ascension Parish,2011,11.2
Louisiana,Ascension Parish,2010,11.2
Louisiana,Ascension Parish,2009,11.2
Louisiana,Assumption Parish,2018,17.4
Louisiana,Assumption Parish,2017,15.7
Louisiana,Assumption Parish,2016,18.4
Louisiana,Assumption Parish,2015,16.0
Louisiana,Assumption Parish,2014,16.0
Louisiana,Assumption Parish,2013,18.8
Louisiana,Assumption Parish,2012,18.8
Louisiana,Assumption Parish,2011,18.8
Louisiana,Assumption Parish,2010,18.8
Louisiana,Assumption Parish,2009,18.8
Louisiana,Avoyelles Parish,2018,24.0
Louisiana,Avoyelles Parish,2017,23.7
Louisiana,Avoyelles Parish,2016,23.1
Louisiana,Avoyelles Parish,2015,23.2
Louisiana,Avoyelles Parish,2014,23.2
Louisiana,Avoyelles Parish,2013,18.8
Louisiana,Avoyelles Parish,2012,23.1
Louisiana,Avoyelles Parish,2011,23.1
Louisiana,Avoyelles Parish,2010,23.1
Louisiana,Avoyelles Parish,2009,23.1
Louisiana,Beauregard Parish,2018,17.2
Louisiana,Beauregard Parish,2017,17.3
Louisiana,Beauregard Parish,2016,19.0
Louisiana,Beauregard Parish,2015,20.2
Louisiana,Beauregard Parish,2014,20.2
Louisiana,Beauregard Parish,2013,16.8
Louisiana,Beauregard Parish,2012,14.8
Louisiana,Beauregard Parish,2011,14.8
Louisiana,Beauregard Parish,2010,14.8
Louisiana,Beauregard Parish,2009,14.8
Louisiana,Bienville Parish,2018,29.2
Louisiana,Bienville Parish,2017,25.3
Louisiana,Bienville Parish,2016,25.1
Louisiana,Bienville Parish,2015,27.5
Louisiana,Bienville Parish,2014,27.5
Louisiana,Bienville Parish,2013,24.0
Louisiana,Bienville Parish,2012,28.0
Louisiana,Bienville Parish,2011,28.0
Louisiana,Bienville Parish,2010,28.0
Louisiana,Bienville Parish,2009,28.0
Louisiana,Bossier Parish,2018,16.4
Louisiana,Bossier Parish,2017,16.4
Louisiana,Bossier Parish,2016,15.5
Louisiana,Bossier Parish,2015,14.3
Louisiana,Bossier Parish,2014,14.3
Louisiana,Bossier Parish,2013,14.9
Louisiana,Bossier Parish,2012,13.4
Louisiana,Bossier Parish,2011,13.4
Louisiana,Bossier Parish,2010,13.4
Louisiana,Bossier Parish,2009,13.4
Louisiana,Caddo Parish,2018,23.3
Louisiana,Caddo Parish,2017,23.4
Louisiana,Caddo Parish,2016,22.4
Louisiana,Caddo Parish,2015,21.5
Louisiana,Caddo Parish,2014,21.5
Louisiana,Caddo Parish,2013,21.6
Louisiana,Caddo Parish,2012,19.3
Louisiana,Caddo Parish,2011,19.3
Louisiana,Caddo Parish,2010,19.3
Louisiana,Caddo Parish,2009,19.3
Louisiana,Calcasieu Parish,2018,16.9
Louisiana,Calcasieu Parish,2017,16.8
Louisiana,Calcasieu Parish,2016,17.2
Louisiana,Calcasieu Parish,2015,17.1
Louisiana,Calcasieu Parish,2014,17.1
Louisiana,Calcasieu Parish,2013,15.9
Louisiana,Calcasieu Parish,2012,16.8
Louisiana,Calcasieu Parish,2011,16.8
Louisiana,Calcasieu Parish,2010,16.8
Louisiana,Calcasieu Parish,2009,16.8
Louisiana,Caldwell Parish,2018,27.1
Louisiana,Caldwell Parish,2017,26.2
Louisiana,Caldwell Parish,2016,25.1
Louisiana,Caldwell Parish,2015,21.6
Louisiana,Caldwell Parish,2014,21.6
Louisiana,Caldwell Parish,2013,18.2
Louisiana,Caldwell Parish,2012,22.2
Louisiana,Caldwell Parish,2011,22.2
Louisiana,Caldwell Parish,2010,22.2
Louisiana,Caldwell Parish,2009,22.2
Louisiana,Cameron Parish,2018,10.3
Louisiana,Cameron Parish,2017,8.7
Louisiana,Cameron Parish,2016,8.9
Louisiana,Cameron Parish,2015,9.7
Louisiana,Cameron Parish,2014,9.7
Louisiana,Cameron Parish,2013,8.4
Louisiana,Cameron Parish,2012,8.9
Louisiana,Cameron Parish,2011,8.9
Louisiana,Cameron Parish,2010,8.9
Louisiana,Cameron Parish,2009,8.1
Louisiana,Catahoula Parish,2018,22.1
Louisiana,Catahoula Parish,2017,22.1
Louisiana,Catahoula Parish,2016,20.4
Louisiana,Catahoula Parish,2015,20.4
Louisiana,Catahoula Parish,2014,20.4
Louisiana,Catahoula Parish,2013,21.8
Louisiana,Catahoula Parish,2012,21.0
Louisiana,Catahoula Parish,2011,21.0
Louisiana,Catahoula Parish,2010,21.0
Louisiana,Catahoula Parish,2009,23.4
Louisiana,Claiborne Parish,2018,30.5
Louisiana,Claiborne Parish,2017,29.9
Louisiana,Claiborne Parish,2016,30.3
Louisiana,Claiborne Parish,2015,27.7
Louisiana,Claiborne Parish,2014,27.7
Louisiana,Claiborne Parish,2013,24.7
Louisiana,Claiborne Parish,2012,28.2
Louisiana,Claiborne Parish,2011,28.2
Louisiana,Claiborne Parish,2010,28.2
Louisiana,Claiborne Parish,2009,28.2
Louisiana,Concordia Parish,2018,27.5
Louisiana,Concordia Parish,2017,31.2
Louisiana,Concordia Parish,2016,31.9
Louisiana,Concordia Parish,2015,30.5
Louisiana,Concordia Parish,2014,30.5
Louisiana,Concordia Parish,2013,27.9
Louisiana,Concordia Parish,2012,29.8
Louisiana,Concordia Parish,2011,29.8
Louisiana,Concordia Parish,2010,29.8
Louisiana,Concordia Parish,2009,29.8
Louisiana,De Soto Parish,2018,24.9
Louisiana,De Soto Parish,2017,26.3
Louisiana,De Soto Parish,2016,26.4
Louisiana,De Soto Parish,2015,26.5
Louisiana,De Soto Parish,2014,26.5
Louisiana,De Soto Parish,2013,22.6
Louisiana,De Soto Parish,2012,19.8
Louisiana,De Soto Parish,2011,19.8
Louisiana,De Soto Parish,2010,19.8
Louisiana,De Soto Parish,2009,19.8
Louisiana,East Baton Rouge Parish,2018,18.3
Louisiana,East Baton Rouge Parish,2017,19.1
Louisiana,East Baton Rouge Parish,2016,19.6
Louisiana,East Baton Rouge Parish,2015,19.6
Louisiana,East Baton Rouge Parish,2014,19.6
Louisiana,East Baton Rouge Parish,2013,19.2
Louisiana,East Baton Rouge Parish,2012,18.5
Louisiana,East Baton Rouge Parish,2011,18.5
Louisiana,East Baton Rouge Parish,2010,16.8
Louisiana,East Baton Rouge Parish,2009,18.0
Louisiana,East Carroll Parish,2018,48.6
Louisiana,East Carroll Parish,2017,48.2
Louisiana,East Carroll Parish,2016,48.7
Louisiana,East Carroll Parish,2015,48.0
Louisiana,East Carroll Parish,2014,48.0
Louisiana,East Carroll Parish,2013,48.0
Louisiana,East Carroll Parish,2012,44.9
Louisiana,East Carroll Parish,2011,44.9
Louisiana,East Carroll Parish,2010,44.9
Louisiana,East Carroll Parish,2009,44.9
Louisiana,East Feliciana Parish,2018,19.4
Louisiana,East Feliciana Parish,2017,17.9
Louisiana,East Feliciana Parish,2016,17.2
Louisiana,East Feliciana Parish,2015,19.4
Louisiana,East Feliciana Parish,2014,19.4
Louisiana,East Feliciana Parish,2013,14.7
Louisiana,East Feliciana Parish,2012,20.6
Louisiana,East Feliciana Parish,2011,20.6
Louisiana,East Feliciana Parish,2010,20.6
Louisiana,East Feliciana Parish,2009,20.6
Louisiana,Evangeline Parish,2018,27.5
Louisiana,Evangeline Parish,2017,26.4
Louisiana,Evangeline Parish,2016,28.0
Louisiana,Evangeline Parish,2015,26.6
Louisiana,Evangeline Parish,2014,26.6
Louisiana,Evangeline Parish,2013,21.7
Louisiana,Evangeline Parish,2012,22.7
Louisiana,Evangeline Parish,2011,22.7
Louisiana,Evangeline Parish,2010,22.7
Louisiana,Evangeline Parish,2009,22.7
Louisiana,Franklin Parish,2018,28.3
Louisiana,Franklin Parish,2017,28.8
Louisiana,Franklin Parish,2016,31.5
Louisiana,Franklin Parish,2015,30.7
Louisiana,Franklin Parish,2014,30.7
Louisiana,Franklin Parish,2013,25.2
Louisiana,Franklin Parish,2012,28.3
Louisiana,Franklin Parish,2011,28.3
Louisiana,Franklin Parish,2010,28.3
Louisiana,Franklin Parish,2009,28.3
Louisiana,Grant Parish,2018,19.7
Louisiana,Grant Parish,2017,20.2
Louisiana,Grant Parish,2016,19.0
Louisiana,Grant Parish,2015,18.3
Louisiana,Grant Parish,2014,18.3
Louisiana,Grant Parish,2013,14.4
Louisiana,Grant Parish,2012,17.1
Louisiana,Grant Parish,2011,17.1
Louisiana,Grant Parish,2010,17.1
Louisiana,Grant Parish,2009,13.4
Louisiana,Iberia Parish,2018,21.6
Louisiana,Iberia Parish,2017,20.4
Louisiana,Iberia Parish,2016,19.9
Louisiana,Iberia Parish,2015,19.6
Louisiana,Iberia Parish,2014,19.6
Louisiana,Iberia Parish,2013,20.7
Louisiana,Iberia Parish,2012,20.9
Louisiana,Iberia Parish,2011,20.9
Louisiana,Iberia Parish,2010,20.9
Louisiana,Iberia Parish,2009,20.9
Louisiana,Iberville Parish,2018,18.0
Louisiana,Iberville Parish,2017,19.3
Louisiana,Iberville Parish,2016,18.5
Louisiana,Iberville Parish,2015,19.1
Louisiana,Iberville Parish,2014,19.1
Louisiana,Iberville Parish,2013,15.7
Louisiana,Iberville Parish,2012,17.9
Louisiana,Iberville Parish,2011,17.9
Louisiana,Iberville Parish,2010,17.9
Louisiana,Iberville Parish,2009,17.9
Louisiana,Jackson Parish,2018,26.0
Louisiana,Jackson Parish,2017,25.4
Louisiana,Jackson Parish,2016,27.2
Louisiana,Jackson Parish,2015,26.5
Louisiana,Jackson Parish,2014,26.5
Louisiana,Jackson Parish,2013,18.6
Louisiana,Jackson Parish,2012,20.2
Louisiana,Jackson Parish,2011,20.2
Louisiana,Jackson Parish,2010,20.2
Louisiana,Jackson Parish,2009,13.6
Louisiana,Jefferson Davis Parish,2018,19.4
Louisiana,Jefferson Davis Parish,2017,19.6
Louisiana,Jefferson Davis Parish,2016,19.6
Louisiana,Jefferson Davis Parish,2015,21.1
Louisiana,Jefferson Davis Parish,2014,21.1
Louisiana,Jefferson Davis Parish,2013,18.8
Louisiana,Jefferson Davis Parish,2012,18.1
Louisiana,Jefferson Davis Parish,2011,18.1
Louisiana,Jefferson Davis Parish,2010,18.1
Louisiana,Jefferson Davis Parish,2009,18.1
Louisiana,Jefferson Parish,2018,15.5
Louisiana,Jefferson Parish,2017,16.3
Louisiana,Jefferson Parish,2016,16.1
Louisiana,Jefferson Parish,2015,16.8
Louisiana,Jefferson Parish,2014,16.8
Louisiana,Jefferson Parish,2013,15.2
Louisiana,Jefferson Parish,2012,15.3
Louisiana,Jefferson Parish,2011,13.9
Louisiana,Jefferson Parish,2010,13.1
Louisiana,Jefferson Parish,2009,12.6
Louisiana,Lafayette Parish,2018,16.5
Louisiana,Lafayette Parish,2017,16.6
Louisiana,Lafayette Parish,2016,16.5
Louisiana,Lafayette Parish,2015,16.0
Louisiana,Lafayette Parish,2014,16.0
Louisiana,Lafayette Parish,2013,16.7
Louisiana,Lafayette Parish,2012,16.7
Louisiana,Lafayette Parish,2011,16.7
Louisiana,Lafayette Parish,2010,16.7
Louisiana,Lafayette Parish,2009,16.7
Louisiana,Lafourche Parish,2018,15.7
Louisiana,Lafourche Parish,2017,16.0
Louisiana,Lafourche Parish,2016,15.4
Louisiana,Lafourche Parish,2015,14.8
Louisiana,Lafourche Parish,2014,14.8
Louisiana,Lafourche Parish,2013,16.7
Louisiana,Lafourche Parish,2012,14.5
Louisiana,Lafourche Parish,2011,14.5
Louisiana,Lafourche Parish,2010,14.5
Louisiana,Lafourche Parish,2009,14.5
Louisiana,LaSalle Parish,2018,22.0
Louisiana,LaSalle Parish,2017,24.8
Louisiana,LaSalle Parish,2016,23.1
Louisiana,LaSalle Parish,2015,21.0
Louisiana,LaSalle Parish,2014,21.0
Louisiana,LaSalle Parish,2013,14.2
Louisiana,LaSalle Parish,2012,10.4
Louisiana,LaSalle Parish,2011,10.4
Louisiana,LaSalle Parish,2010,10.4
Louisiana,LaSalle Parish,2009,14.7
Louisiana,Lincoln Parish,2018,29.7
Louisiana,Lincoln Parish,2017,31.2
Louisiana,Lincoln Parish,2016,31.5
Louisiana,Lincoln Parish,2015,32.1
Louisiana,Lincoln Parish,2014,32.1
Louisiana,Lincoln Parish,2013,30.4
Louisiana,Lincoln Parish,2012,28.5
Louisiana,Lincoln Parish,2011,28.5
Louisiana,Lincoln Parish,2010,28.5
Louisiana,Lincoln Parish,2009,24.0
Louisiana,Livingston Parish,2018,11.9
Louisiana,Livingston Parish,2017,13.2
Louisiana,Livingston Parish,2016,14.5
Louisiana,Livingston Parish,2015,14.4
Louisiana,Livingston Parish,2014,14.4
Louisiana,Livingston Parish,2013,16.2
Louisiana,Livingston Parish,2012,12.7
Louisiana,Livingston Parish,2011,12.7
Louisiana,Livingston Parish,2010,12.7
Louisiana,Livingston Parish,2009,12.7
Louisiana,Madison Parish,2018,37.8
Louisiana,Madison Parish,2017,36.4
Louisiana,Madison Parish,2016,39.6
Louisiana,Madison Parish,2015,38.4
Louisiana,Madison Parish,2014,38.4
Louisiana,Madison Parish,2013,40.3
Louisiana,Madison Parish,2012,37.2
Louisiana,Madison Parish,2011,37.2
Louisiana,Madison Parish,2010,37.2
Louisiana,Madison Parish,2009,37.2
Louisiana,Morehouse Parish,2018,28.5
Louisiana,Morehouse Parish,2017,27.6
Louisiana,Morehouse Parish,2016,28.8
Louisiana,Morehouse Parish,2015,28.5
Louisiana,Morehouse Parish,2014,28.5
Louisiana,Morehouse Parish,2013,26.5
Louisiana,Morehouse Parish,2012,25.8
Louisiana,Morehouse Parish,2011,25.8
Louisiana,Morehouse Parish,2010,25.8
Louisiana,Morehouse Parish,2009,25.8
Louisiana,Natchitoches Parish,2018,33.5
Louisiana,Natchitoches Parish,2017,31.9
Louisiana,Natchitoches Parish,2016,29.8
Louisiana,Natchitoches Parish,2015,29.2
Louisiana,Natchitoches Parish,2014,29.2
Louisiana,Natchitoches Parish,2013,26.1
Louisiana,Natchitoches Parish,2012,27.5
Louisiana,Natchitoches Parish,2011,27.5
Louisiana,Natchitoches Parish,2010,27.5
Louisiana,Natchitoches Parish,2009,27.5
Louisiana,Orleans Parish,2018,24.6
Louisiana,Orleans Parish,2017,25.4
Louisiana,Orleans Parish,2016,26.2
Louisiana,Orleans Parish,2015,27.0
Louisiana,Orleans Parish,2014,27.0
Louisiana,Orleans Parish,2013,26.7
Louisiana,Orleans Parish,2012,27.2
Louisiana,Orleans Parish,2011,27.2
Louisiana,Orleans Parish,2010,27.2
Louisiana,Orleans Parish,2009,21.0
Louisiana,Ouachita Parish,2018,23.9
Louisiana,Ouachita Parish,2017,24.5
Louisiana,Ouachita Parish,2016,24.1
Louisiana,Ouachita Parish,2015,24.7
Louisiana,Ouachita Parish,2014,24.7
Louisiana,Ouachita Parish,2013,23.2
Louisiana,Ouachita Parish,2012,23.2
Louisiana,Ouachita Parish,2011,23.2
Louisiana,Ouachita Parish,2010,23.2
