State,County,Year,Poverty Rate
New York,Onondaga County,2010,12.3
New York,Onondaga County,2009,12.3
New York,Ontario County,2018,9.6
New York,Ontario County,2017,9.8
New York,Ontario County,2016,10.3
New York,Ontario County,2015,10.4
New York,Ontario County,2014,10.4
New York,Ontario County,2013,9.5
New York,Ontario County,2012,9.6
New York,Ontario County,2011,9.6
New York,Ontario County,2010,9.6
New York,Ontario County,2009,9.6
New York,Orange County,2018,11.8
New York,Orange County,2017,12.2
New York,Orange County,2016,12.7
New York,Orange County,2015,12.8
New York,Orange County,2014,12.8
New York,Orange County,2013,12.4
New York,Orange County,2012,11.7
New York,Orange County,2011,11.7
New York,Orange County,2010,11.7
New York,Orange County,2009,10.1
New York,Orleans County,2018,14.3
New York,Orleans County,2017,15.9
New York,Orleans County,2016,15.6
New York,Orleans County,2015,15.7
New York,Orleans County,2014,15.7
New York,Orleans County,2013,13.5
New York,Orleans County,2012,13.0
New York,Orleans County,2011,13.0
New York,Orleans County,2010,13.0
New York,Orleans County,2009,13.0
New York,Oswego County,2018,17.9
New York,Oswego County,2017,18.3
New York,Oswego County,2016,18.3
New York,Oswego County,2015,18.6
New York,Oswego County,2014,18.6
New York,Oswego County,2013,19.5
New York,Oswego County,2012,16.4
New York,Oswego County,2011,16.4
New York,Oswego County,2010,16.4
New York,Oswego County,2009,13.6
New York,Otsego County,2018,15.4
New York,Otsego County,2017,16.1
New York,Otsego County,2016,16.3
New York,Otsego County,2015,16.5
New York,Otsego County,2014,16.5
New York,Otsego County,2013,13.7
New York,Otsego County,2012,15.9
New York,Otsego County,2011,15.9
New York,Otsego County,2010,15.9
New York,Otsego County,2009,15.9
New York,Putnam County,2018,5.3
New York,Putnam County,2017,4.8
New York,Putnam County,2016,5.2
New York,Putnam County,2015,5.3
New York,Putnam County,2014,5.3
New York,Putnam County,2013,5.8
New York,Putnam County,2012,5.8
New York,Putnam County,2011,5.8
New York,Putnam County,2010,5.8
New York,Putnam County,2009,6.5
New York,Queens County,2018,13.0
New York,Queens County,2017,13.7
New York,Queens County,2016,14.6
New York,Queens County,2015,15.1
New York,Queens County,2014,15.1
New York,Queens County,2013,15.3
New York,Queens County,2012,14.4
New York,Queens County,2011,14.4
New York,Queens County,2010,14.4
New York,Queens County,2009,11.4
New York,Rensselaer County,2018,12.0
New York,Rensselaer County,2017,12.6
New York,Rensselaer County,2016,12.4
New York,Rensselaer County,2015,12.4
New York,Rensselaer County,2014,12.4
New York,Rensselaer County,2013,14.7
New York,Rensselaer County,2012,11.8
New York,Rensselaer County,2011,11.8
New York,Rensselaer County,2010,11.8
New York,Rensselaer County,2009,11.8
New York,Richmond County,2018,12.8
New York,Richmond County,2017,12.9
New York,Richmond County,2016,12.9
New York,Richmond County,2015,12.5
New York,Richmond County,2014,12.5
New York,Richmond County,2013,12.8
New York,Richmond County,2012,11.3
New York,Richmond County,2011,11.3
New York,Richmond County,2010,9.6
New York,Richmond County,2009,9.3
New York,Rockland County,2018,14.3
New York,Rockland County,2017,14.2
New York,Rockland County,2016,14.5
New York,Rockland County,2015,14.6
New York,Rockland County,2014,14.6
New York,Rockland County,2013,13.6
New York,Rockland County,2012,12.8
New York,Rockland County,2011,12.8
New York,Rockland County,2010,12.8
New York,Rockland County,2009,9.9
New York,Saratoga County,2018,6.2
New York,Saratoga County,2017,6.6
New York,Saratoga County,2016,6.4
New York,Saratoga County,2015,6.7
New York,Saratoga County,2014,6.7
New York,Saratoga County,2013,6.5
New York,Saratoga County,2012,6.5
New York,Saratoga County,2011,6.5
New York,Saratoga County,2010,6.5
New York,Saratoga County,2009,6.2
New York,Schenectady County,2018,11.4
New York,Schenectady County,2017,12.3
New York,Schenectady County,2016,12.0
New York,Schenectady County,2015,12.6
New York,Schenectady County,2014,12.6
New York,Schenectady County,2013,14.3
New York,Schenectady County,2012,12.0
New York,Schenectady County,2011,12.0
New York,Schenectady County,2010,12.0
New York,Schenectady County,2009,12.0
New York,Schoharie County,2018,13.2
New York,Schoharie County,2017,13.9
New York,Schoharie County,2016,14.1
New York,Schoharie County,2015,12.9
New York,Schoharie County,2014,12.9
New York,Schoharie County,2013,10.2
New York,Schoharie County,2012,11.1
New York,Schoharie County,2011,11.1
New York,Schoharie County,2010,11.1
New York,Schoharie County,2009,11.1
New York,Schuyler County,2018,13.9
New York,Schuyler County,2017,15.3
New York,Schuyler County,2016,14.6
New York,Schuyler County,2015,14.5
New York,Schuyler County,2014,14.5
New York,Schuyler County,2013,10.4
New York,Schuyler County,2012,9.4
New York,Schuyler County,2011,9.4
New York,Schuyler County,2010,9.4
New York,Schuyler County,2009,9.4
New York,Seneca County,2018,12.4
New York,Seneca County,2017,11.8
New York,Seneca County,2016,12.4
New York,Seneca County,2015,12.7
New York,Seneca County,2014,12.7
New York,Seneca County,2013,12.3
New York,Seneca County,2012,11.9
New York,Seneca County,2011,11.9
New York,Seneca County,2010,11.9
New York,Seneca County,2009,11.9
New York,St. Lawrence County,2018,17.7
New York,St. Lawrence County,2017,19.4
New York,St. Lawrence County,2016,19.2
New York,St. Lawrence County,2015,19.4
New York,St. Lawrence County,2014,19.4
New York,St. Lawrence County,2013,19.6
New York,St. Lawrence County,2012,18.6
New York,St. Lawrence County,2011,18.6
New York,St. Lawrence County,2010,18.6
New York,St. Lawrence County,2009,13.8
New York,Steuben County,2018,14.0
New York,Steuben County,2017,14.5
New York,Steuben County,2016,15.1
New York,Steuben County,2015,16.3
New York,Steuben County,2014,16.3
New York,Steuben County,2013,15.6
New York,Steuben County,2012,15.0
New York,Steuben County,2011,15.0
New York,Steuben County,2010,15.0
New York,Steuben County,2009,15.0
New York,Suffolk County,2018,7.1
New York,Suffolk County,2017,7.2
New York,Suffolk County,2016,7.2
New York,Suffolk County,2015,7.0
New York,Suffolk County,2014,7.0
New York,Suffolk County,2013,7.3
New York,Suffolk County,2012,6.1
New York,Suffolk County,2011,6.1
New York,Suffolk County,2010,6.1
New York,Suffolk County,2009,5.0
New York,Sullivan County,2018,14.7
New York,Sullivan County,2017,15.9
New York,Sullivan County,2016,17.1
New York,Sullivan County,2015,17.5
New York,Sullivan County,2014,17.5
New York,Sullivan County,2013,18.3
New York,Sullivan County,2012,17.2
New York,Sullivan County,2011,17.2
New York,Sullivan County,2010,17.2
New York,Sullivan County,2009,17.2
New York,Tioga County,2018,10.5
New York,Tioga County,2017,11.2
New York,Tioga County,2016,11.0
New York,Tioga County,2015,9.7
New York,Tioga County,2014,9.7
New York,Tioga County,2013,9.3
New York,Tioga County,2012,8.8
New York,Tioga County,2011,8.8
New York,Tioga County,2010,8.8
New York,Tioga County,2009,8.8
New York,Tompkins County,2018,19.6
New York,Tompkins County,2017,20.4
New York,Tompkins County,2016,20.1
New York,Tompkins County,2015,20.5
New York,Tompkins County,2014,20.5
New York,Tompkins County,2013,20.3
New York,Tompkins County,2012,20.0
New York,Tompkins County,2011,20.0
New York,Tompkins County,2010,20.0
New York,Tompkins County,2009,17.4
New York,Ulster County,2018,13.9
New York,Ulster County,2017,13.2
New York,Ulster County,2016,13.0
New York,Ulster County,2015,12.8
New York,Ulster County,2014,12.8
New York,Ulster County,2013,11.3
New York,Ulster County,2012,12.8
New York,Ulster County,2011,12.8
New York,Ulster County,2010,12.8
New York,Ulster County,2009,12.8
New York,Warren County,2018,10.5
New York,Warren County,2017,9.9
New York,Warren County,2016,11.1
New York,Warren County,2015,12.0
New York,Warren County,2014,12.0
New York,Warren County,2013,9.8
New York,Warren County,2012,11.1
New York,Warren County,2011,11.1
New York,Warren County,2010,11.1
New York,Warren County,2009,11.1
New York,Washington County,2018,12.0
New York,Washington County,2017,12.8
New York,Washington County,2016,12.9
New York,Washington County,2015,13.5
New York,Washington County,2014,13.5
New York,Washington County,2013,13.2
New York,Washington County,2012,12.7
New York,Washington County,2011,12.7
New York,Washington County,2010,12.7
New York,Washington County,2009,12.7
New York,Wayne County,2018,11.3
New York,Wayne County,2017,11.7
New York,Wayne County,2016,11.9
New York,Wayne County,2015,12.7
New York,Wayne County,2014,12.7
New York,Wayne County,2013,11.3
New York,Wayne County,2012,11.3
New York,Wayne County,2011,11.3
New York,Wayne County,2010,11.3
New York,Wayne County,2009,11.3
New York,Westchester County,2018,9.2
New York,Westchester County,2017,9.4
New York,Westchester County,2016,9.8
New York,Westchester County,2015,9.6
New York,Westchester County,2014,9.6
New York,Westchester County,2013,8.7
New York,Westchester County,2012,9.3
New York,Westchester County,2011,8.1
New York,Westchester County,2010,7.5
New York,Westchester County,2009,7.2
New York,Wyoming County,2018,10.9
New York,Wyoming County,2017,11.4
New York,Wyoming County,2016,11.5
New York,Wyoming County,2015,11.8
New York,Wyoming County,2014,11.8
New York,Wyoming County,2013,10.5
New York,Wyoming County,2012,10.5
New York,Wyoming County,2011,10.5
New York,Wyoming County,2010,10.5
New York,Wyoming County,2009,10.5
New York,Yates County,2018,11.4
New York,Yates County,2017,13.1
New York,Yates County,2016,13.9
New York,Yates County,2015,14.4
New York,Yates County,2014,14.4
New York,Yates County,2013,15.9
New York,Yates County,2012,16.0
New York,Yates County,2011,16.0
New York,Yates County,2010,16.0
New York,Yates County,2009,16.0
North Carolina,Alamance County,2018,16.8
North Carolina,Alamance County,2017,17.6
North Carolina,Alamance County,2016,18.5
North Carolina,Alamance County,2015,19.2
North Carolina,Alamance County,2014,19.2
North Carolina,Alamance County,2013,20.7
North Carolina,Alamance County,2012,17.3
North Carolina,Alamance County,2011,17.3
North Carolina,Alamance County,2010,17.3
North Carolina,Alamance County,2009,17.3
North Carolina,Alexander County,2018,14.9
North Carolina,Alexander County,2017,14.7
North Carolina,Alexander County,2016,17.4
North Carolina,Alexander County,2015,17.2
North Carolina,Alexander County,2014,17.2
North Carolina,Alexander County,2013,17.2
North Carolina,Alexander County,2012,18.3
North Carolina,Alexander County,2011,18.3
North Carolina,Alexander County,2010,18.3
North Carolina,Alexander County,2009,18.3
North Carolina,Alleghany County,2018,24.6
North Carolina,Alleghany County,2017,21.0
North Carolina,Alleghany County,2016,19.4
North Carolina,Alleghany County,2015,18.4
North Carolina,Alleghany County,2014,18.4
North Carolina,Alleghany County,2013,19.8
North Carolina,Alleghany County,2012,20.9
North Carolina,Alleghany County,2011,20.9
North Carolina,Alleghany County,2010,20.9
North Carolina,Alleghany County,2009,20.9
North Carolina,Anson County,2018,19.8
North Carolina,Anson County,2017,22.7
North Carolina,Anson County,2016,22.8
North Carolina,Anson County,2015,24.2
North Carolina,Anson County,2014,24.2
North Carolina,Anson County,2013,24.2
North Carolina,Anson County,2012,22.1
North Carolina,Anson County,2011,22.1
North Carolina,Anson County,2010,22.1
North Carolina,Anson County,2009,22.1
North Carolina,Ashe County,2018,17.9
North Carolina,Ashe County,2017,19.4
North Carolina,Ashe County,2016,19.9
North Carolina,Ashe County,2015,20.7
North Carolina,Ashe County,2014,20.7
North Carolina,Ashe County,2013,21.1
North Carolina,Ashe County,2012,19.3
North Carolina,Ashe County,2011,19.3
North Carolina,Ashe County,2010,19.3
North Carolina,Ashe County,2009,19.3
North Carolina,Avery County,2018,14.4
North Carolina,Avery County,2017,14.7
North Carolina,Avery County,2016,16.7
North Carolina,Avery County,2015,15.4
North Carolina,Avery County,2014,15.4
North Carolina,Avery County,2013,18.0
North Carolina,Avery County,2012,17.8
North Carolina,Avery County,2011,17.8
North Carolina,Avery County,2010,17.8
North Carolina,Avery County,2009,17.8
North Carolina,Beaufort County,2018,19.2
North Carolina,Beaufort County,2017,19.1
North Carolina,Beaufort County,2016,17.5
North Carolina,Beaufort County,2015,18.4
North Carolina,Beaufort County,2014,18.4
North Carolina,Beaufort County,2013,18.4
North Carolina,Beaufort County,2012,20.6
North Carolina,Beaufort County,2011,17.7
North Carolina,Beaufort County,2010,15.7
North Carolina,Beaufort County,2009,15.0
North Carolina,Bertie County,2018,23.0
North Carolina,Bertie County,2017,22.0
North Carolina,Bertie County,2016,20.9
North Carolina,Bertie County,2015,22.3
North Carolina,Bertie County,2014,22.3
North Carolina,Bertie County,2013,23.4
North Carolina,Bertie County,2012,24.3
North Carolina,Bertie County,2011,24.3
North Carolina,Bertie County,2010,24.3
North Carolina,Bertie County,2009,20.6
North Carolina,Bladen County,2018,26.0
North Carolina,Bladen County,2017,24.5
North Carolina,Bladen County,2016,28.1
North Carolina,Bladen County,2015,27.4
North Carolina,Bladen County,2014,27.4
North Carolina,Bladen County,2013,25.8
North Carolina,Bladen County,2012,24.4
North Carolina,Bladen County,2011,24.4
North Carolina,Bladen County,2010,24.4
North Carolina,Bladen County,2009,24.4
North Carolina,Brunswick County,2018,12.9
North Carolina,Brunswick County,2017,14.1
North Carolina,Brunswick County,2016,15.2
North Carolina,Brunswick County,2015,16.3
North Carolina,Brunswick County,2014,16.3
North Carolina,Brunswick County,2013,16.0
North Carolina,Brunswick County,2012,15.2
North Carolina,Brunswick County,2011,14.1
North Carolina,Brunswick County,2010,12.7
North Carolina,Brunswick County,2009,12.7
North Carolina,Buncombe County,2018,12.3
North Carolina,Buncombe County,2017,13.2
North Carolina,Buncombe County,2016,14.8
North Carolina,Buncombe County,2015,15.9
North Carolina,Buncombe County,2014,15.9
North Carolina,Buncombe County,2013,17.1
North Carolina,Buncombe County,2012,16.8
North Carolina,Buncombe County,2011,16.8
North Carolina,Buncombe County,2010,13.5
North Carolina,Buncombe County,2009,12.6
North Carolina,Burke County,2018,18.1
North Carolina,Burke County,2017,19.3
North Carolina,Burke County,2016,19.9
North Carolina,Burke County,2015,19.9
North Carolina,Burke County,2014,19.9
North Carolina,Burke County,2013,20.0
North Carolina,Burke County,2012,18.7
North Carolina,Burke County,2011,18.7
North Carolina,Burke County,2010,18.7
North Carolina,Burke County,2009,18.7
North Carolina,Cabarrus County,2018,10.9
North Carolina,Cabarrus County,2017,11.5
North Carolina,Cabarrus County,2016,11.7
North Carolina,Cabarrus County,2015,12.5
North Carolina,Cabarrus County,2014,12.5
North Carolina,Cabarrus County,2013,13.3
North Carolina,Cabarrus County,2012,12.1
North Carolina,Cabarrus County,2011,12.1
North Carolina,Cabarrus County,2010,10.4
North Carolina,Cabarrus County,2009,10.1
North Carolina,Caldwell County,2018,16.6
North Carolina,Caldwell County,2017,16.4
North Carolina,Caldwell County,2016,17.6
North Carolina,Caldwell County,2015,19.6
North Carolina,Caldwell County,2014,19.6
North Carolina,Caldwell County,2013,17.7
North Carolina,Caldwell County,2012,19.0
North Carolina,Caldwell County,2011,19.0
North Carolina,Caldwell County,2010,19.0
North Carolina,Caldwell County,2009,19.0
North Carolina,Camden County,2018,11.2
North Carolina,Camden County,2017,9.0
North Carolina,Camden County,2016,10.4
North Carolina,Camden County,2015,7.9
North Carolina,Camden County,2014,7.9
North Carolina,Camden County,2013,6.0
North Carolina,Camden County,2012,7.4
North Carolina,Camden County,2011,7.4
North Carolina,Camden County,2010,7.4
North Carolina,Camden County,2009,7.4
North Carolina,Carteret County,2018,11.6
North Carolina,Carteret County,2017,12.5
North Carolina,Carteret County,2016,13.2
North Carolina,Carteret County,2015,15.0
North Carolina,Carteret County,2014,15.0
North Carolina,Carteret County,2013,15.0
North Carolina,Carteret County,2012,14.1
North Carolina,Carteret County,2011,14.1
North Carolina,Carteret County,2010,14.1
North Carolina,Carteret County,2009,11.0
North Carolina,Caswell County,2018,19.6
North Carolina,Caswell County,2017,21.3
North Carolina,Caswell County,2016,22.1
North Carolina,Caswell County,2015,20.9
North Carolina,Caswell County,2014,20.9
North Carolina,Caswell County,2013,22.6
North Carolina,Caswell County,2012,20.6
North Carolina,Caswell County,2011,20.6
North Carolina,Caswell County,2010,20.6
North Carolina,Caswell County,2009,20.6
North Carolina,Catawba County,2018,13.2
North Carolina,Catawba County,2017,14.2
North Carolina,Catawba County,2016,15.9
North Carolina,Catawba County,2015,15.5
North Carolina,Catawba County,2014,15.5
North Carolina,Catawba County,2013,16.4
North Carolina,Catawba County,2012,15.1
North Carolina,Catawba County,2011,15.1
North Carolina,Catawba County,2010,15.1
North Carolina,Catawba County,2009,15.1
North Carolina,Chatham County,2018,11.9
North Carolina,Chatham County,2017,13.3
North Carolina,Chatham County,2016,13.6
North Carolina,Chatham County,2015,13.6
North Carolina,Chatham County,2014,13.6
North Carolina,Chatham County,2013,12.4
North Carolina,Chatham County,2012,11.1
North Carolina,Chatham County,2011,11.1
North Carolina,Chatham County,2010,11.1
North Carolina,Chatham County,2009,11.1
North Carolina,Cherokee County,2018,16.6
North Carolina,Cherokee County,2017,16.8
North Carolina,Cherokee County,2016,19.5
North Carolina,Cherokee County,2015,20.0
North Carolina,Cherokee County,2014,20.0
North Carolina,Cherokee County,2013,17.9
North Carolina,Cherokee County,2012,15.1
North Carolina,Cherokee County,2011,15.1
North Carolina,Cherokee County,2010,15.1
North Carolina,Cherokee County,2009,15.1
North Carolina,Chowan County,2018,19.6
North Carolina,Chowan County,2017,22.8
North Carolina,Chowan County,2016,24.4
North Carolina,Chowan County,2015,26.6
North Carolina,Chowan County,2014,26.6
North Carolina,Chowan County,2013,29.0
North Carolina,Chowan County,2012,24.7
North Carolina,Chowan County,2011,24.7
North Carolina,Chowan County,2010,24.7
North Carolina,Chowan County,2009,24.7
North Carolina,Clay County,2018,15.8
North Carolina,Clay County,2017,17.5
North Carolina,Clay County,2016,16.2
North Carolina,Clay County,2015,21.1
North Carolina,Clay County,2014,21.1
North Carolina,Clay County,2013,24.3
North Carolina,Clay County,2012,22.6
North Carolina,Clay County,2011,22.6
North Carolina,Clay County,2010,22.6
North Carolina,Clay County,2009,22.6
North Carolina,Cleveland County,2018,20.2
North Carolina,Cleveland County,2017,19.9
North Carolina,Cleveland County,2016,20.8
North Carolina,Cleveland County,2015,20.1
North Carolina,Cleveland County,2014,20.1
North Carolina,Cleveland County,2013,19.3
North Carolina,Cleveland County,2012,19.7
North Carolina,Cleveland County,2011,19.7
North Carolina,Cleveland County,2010,19.7
North Carolina,Cleveland County,2009,19.7
North Carolina,Columbus County,2018,23.8
North Carolina,Columbus County,2017,23.6
North Carolina,Columbus County,2016,23.0
North Carolina,Columbus County,2015,23.4
North Carolina,Columbus County,2014,23.4
North Carolina,Columbus County,2013,23.4
North Carolina,Columbus County,2012,24.5
North Carolina,Columbus County,2011,24.5
North Carolina,Columbus County,2010,24.5
North Carolina,Columbus County,2009,24.5
North Carolina,Craven County,2018,15.3
North Carolina,Craven County,2017,15.4
North Carolina,Craven County,2016,15.2
North Carolina,Craven County,2015,15.6
North Carolina,Craven County,2014,15.6
North Carolina,Craven County,2013,15.9
North Carolina,Craven County,2012,16.4
North Carolina,Craven County,2011,16.4
North Carolina,Craven County,2010,16.4
North Carolina,Craven County,2009,16.4
North Carolina,Cumberland County,2018,18.2
North Carolina,Cumberland County,2017,18.1
North Carolina,Cumberland County,2016,17.6
North Carolina,Cumberland County,2015,17.5
North Carolina,Cumberland County,2014,17.5
North Carolina,Cumberland County,2013,17.0
North Carolina,Cumberland County,2012,16.8
North Carolina,Cumberland County,2011,14.7
North Carolina,Cumberland County,2010,14.6
North Carolina,Cumberland County,2009,14.7
North Carolina,Currituck County,2018,10.0
North Carolina,Currituck County,2017,9.1
North Carolina,Currituck County,2016,10.0
North Carolina,Currituck County,2015,10.3
North Carolina,Currituck County,2014,10.3
North Carolina,Currituck County,2013,9.8
North Carolina,Currituck County,2012,9.9
North Carolina,Currituck County,2011,9.9
North Carolina,Currituck County,2010,9.9
North Carolina,Currituck County,2009,9.9
North Carolina,Dare County,2018,8.2
North Carolina,Dare County,2017,8.8
North Carolina,Dare County,2016,8.2
North Carolina,Dare County,2015,8.3
North Carolina,Dare County,2014,8.3
North Carolina,Dare County,2013,8.8
North Carolina,Dare County,2012,10.4
North Carolina,Dare County,2011,10.4
North Carolina,Dare County,2010,10.4
North Carolina,Dare County,2009,10.4
North Carolina,Davidson County,2018,10.4
North Carolina,Davidson County,2017,15.8
North Carolina,Davidson County,2016,16.2
North Carolina,Davidson County,2015,15.9
North Carolina,Davidson County,2014,15.9
North Carolina,Davidson County,2013,16.3
North Carolina,Davidson County,2012,15.2
North Carolina,Davidson County,2011,15.2
North Carolina,Davidson County,2010,15.2
North Carolina,Davidson County,2009,15.2
North Carolina,Davie County,2018,13.7
North Carolina,Davie County,2017,14.0
North Carolina,Davie County,2016,13.9
North Carolina,Davie County,2015,12.7
North Carolina,Davie County,2014,12.7
North Carolina,Davie County,2013,12.3
North Carolina,Davie County,2012,13.0
North Carolina,Davie County,2011,13.0
North Carolina,Davie County,2010,13.0
North Carolina,Davie County,2009,13.0
North Carolina,Duplin County,2018,24.1
North Carolina,Duplin County,2017,26.3
North Carolina,Duplin County,2016,27.6
North Carolina,Duplin County,2015,26.7
North Carolina,Duplin County,2014,26.7
North Carolina,Duplin County,2013,26.3
North Carolina,Duplin County,2012,24.4
North Carolina,Duplin County,2011,24.4
North Carolina,Duplin County,2010,24.4
North Carolina,Duplin County,2009,24.4
North Carolina,Durham County,2018,16.0
North Carolina,Durham County,2017,16.4
North Carolina,Durham County,2016,17.4
North Carolina,Durham County,2015,18.0
North Carolina,Durham County,2014,18.0
North Carolina,Durham County,2013,16.4
North Carolina,Durham County,2012,18.0
North Carolina,Durham County,2011,15.0
North Carolina,Durham County,2010,14.2
North Carolina,Durham County,2009,12.9
North Carolina,Edgecombe County,2018,23.6
North Carolina,Edgecombe County,2017,24.6
North Carolina,Edgecombe County,2016,25.7
North Carolina,Edgecombe County,2015,26.3
North Carolina,Edgecombe County,2014,26.3
North Carolina,Edgecombe County,2013,25.2
North Carolina,Edgecombe County,2012,23.9
North Carolina,Edgecombe County,2011,23.9
North Carolina,Edgecombe County,2010,23.9
North Carolina,Edgecombe County,2009,21.2
North Carolina,Forsyth County,2018,17.6
North Carolina,Forsyth County,2017,18.7
North Carolina,Forsyth County,2016,19.5
North Carolina,Forsyth County,2015,19.7
North Carolina,Forsyth County,2014,19.7
North Carolina,Forsyth County,2013,20.8
North Carolina,Forsyth County,2012,17.6
North Carolina,Forsyth County,2011,17.6
North Carolina,Forsyth County,2010,13.6
North Carolina,Forsyth County,2009,13.6
North Carolina,Franklin County,2018,14.4
North Carolina,Franklin County,2017,16.4
North Carolina,Franklin County,2016,16.3
North Carolina,Franklin County,2015,15.8
North Carolina,Franklin County,2014,15.8
North Carolina,Franklin County,2013,16.1
North Carolina,Franklin County,2012,15.4
North Carolina,Franklin County,2011,15.4
North Carolina,Franklin County,2010,15.4
North Carolina,Franklin County,2009,13.3
North Carolina,Gaston County,2018,15.6
North Carolina,Gaston County,2017,16.5
North Carolina,Gaston County,2016,17.2
North Carolina,Gaston County,2015,17.4
North Carolina,Gaston County,2014,17.4
North Carolina,Gaston County,2013,17.4
North Carolina,Gaston County,2012,17.0
North Carolina,Gaston County,2011,17.0
North Carolina,Gaston County,2010,17.0
North Carolina,Gaston County,2009,17.0
North Carolina,Gates County,2018,11.1
North Carolina,Gates County,2017,12.4
North Carolina,Gates County,2016,12.0
North Carolina,Gates County,2015,14.2
North Carolina,Gates County,2014,14.2
North Carolina,Gates County,2013,14.2
North Carolina,Gates County,2012,18.2
North Carolina,Gates County,2011,18.2
North Carolina,Gates County,2010,18.2
North Carolina,Gates County,2009,18.2
North Carolina,Graham County,2018,18.1
North Carolina,Graham County,2017,19.0
North Carolina,Graham County,2016,19.3
North Carolina,Graham County,2015,21.9
North Carolina,Graham County,2014,21.9
North Carolina,Graham County,2013,21.1
North Carolina,Graham County,2012,17.3
North Carolina,Graham County,2011,17.3
North Carolina,Graham County,2010,17.3
North Carolina,Graham County,2009,17.3
North Carolina,Granville County,2018,13.9
North Carolina,Granville County,2017,14.3
North Carolina,Granville County,2016,16.5
North Carolina,Granville County,2015,16.3
North Carolina,Granville County,2014,16.3
North Carolina,Granville County,2013,13.4
North Carolina,Granville County,2012,14.3
North Carolina,Granville County,2011,14.3
North Carolina,Granville County,2010,14.3
North Carolina,Granville County,2009,14.3
North Carolina,Greene County,2018,25.7
North Carolina,Greene County,2017,25.8
North Carolina,Greene County,2016,24.3
North Carolina,Greene County,2015,25.7
North Carolina,Greene County,2014,25.7
North Carolina,Greene County,2013,19.3
North Carolina,Greene County,2012,22.1
North Carolina,Greene County,2011,22.1
North Carolina,Greene County,2010,22.1
North Carolina,Greene County,2009,22.1
North Carolina,Guilford County,2018,16.0
North Carolina,Guilford County,2017,16.8
North Carolina,Guilford County,2016,17.5
North Carolina,Guilford County,2015,17.6
North Carolina,Guilford County,2014,17.6
North Carolina,Guilford County,2013,17.6
North Carolina,Guilford County,2012,16.9
North Carolina,Guilford County,2011,16.9
North Carolina,Guilford County,2010,16.9
North Carolina,Guilford County,2009,16.9
North Carolina,Halifax County,2018,25.2
North Carolina,Halifax County,2017,26.8
North Carolina,Halifax County,2016,26.8
North Carolina,Halifax County,2015,26.3
North Carolina,Halifax County,2014,26.3
North Carolina,Halifax County,2013,24.9
North Carolina,Halifax County,2012,25.3
North Carolina,Halifax County,2011,25.3
North Carolina,Halifax County,2010,25.3
North Carolina,Halifax County,2009,25.3
North Carolina,Harnett County,2018,17.0
North Carolina,Harnett County,2017,18.0
North Carolina,Harnett County,2016,18.3
North Carolina,Harnett County,2015,18.3
North Carolina,Harnett County,2014,18.3
North Carolina,Harnett County,2013,17.2
North Carolina,Harnett County,2012,16.4
North Carolina,Harnett County,2011,16.4
North Carolina,Harnett County,2010,16.4
North Carolina,Harnett County,2009,16.4
North Carolina,Haywood County,2018,13.9
North Carolina,Haywood County,2017,16.6
North Carolina,Haywood County,2016,16.7
North Carolina,Haywood County,2015,17.2
North Carolina,Haywood County,2014,17.2
North Carolina,Haywood County,2013,17.2
North Carolina,Haywood County,2012,14.2
North Carolina,Haywood County,2011,14.2
North Carolina,Haywood County,2010,14.2
North Carolina,Haywood County,2009,14.2
North Carolina,Henderson County,2018,10.6
North Carolina,Henderson County,2017,11.8
North Carolina,Henderson County,2016,13.3
North Carolina,Henderson County,2015,13.8
North Carolina,Henderson County,2014,13.8
North Carolina,Henderson County,2013,14.1
North Carolina,Henderson County,2012,13.5
North Carolina,Henderson County,2011,13.5
North Carolina,Henderson County,2010,13.5
North Carolina,Henderson County,2009,13.5
North Carolina,Hertford County,2018,23.4
North Carolina,Hertford County,2017,23.3
North Carolina,Hertford County,2016,24.4
North Carolina,Hertford County,2015,25.6
North Carolina,Hertford County,2014,25.6
North Carolina,Hertford County,2013,21.6
North Carolina,Hertford County,2012,25.0
North Carolina,Hertford County,2011,25.0
North Carolina,Hertford County,2010,25.0
North Carolina,Hertford County,2009,25.0
North Carolina,Hoke County,2018,21.0
North Carolina,Hoke County,2017,21.9
North Carolina,Hoke County,2016,22.9
North Carolina,Hoke County,2015,22.2
North Carolina,Hoke County,2014,22.2
North Carolina,Hoke County,2013,20.2
North Carolina,Hoke County,2012,21.9
North Carolina,Hoke County,2011,21.9
North Carolina,Hoke County,2010,21.9
North Carolina,Hoke County,2009,21.9
North Carolina,Hyde County,2018,22.3
North Carolina,Hyde County,2017,20.3
North Carolina,Hyde County,2016,22.4
North Carolina,Hyde County,2015,17.7
North Carolina,Hyde County,2014,17.7
North Carolina,Hyde County,2013,21.3
North Carolina,Hyde County,2012,23.3
North Carolina,Hyde County,2011,23.3
North Carolina,Hyde County,2010,23.3
North Carolina,Hyde County,2009,11.1
North Carolina,Iredell County,2018,11.8
North Carolina,Iredell County,2017,12.7
North Carolina,Iredell County,2016,13.3
North Carolina,Iredell County,2015,14.0
North Carolina,Iredell County,2014,14.0
North Carolina,Iredell County,2013,12.5
North Carolina,Iredell County,2012,13.5
North Carolina,Iredell County,2011,13.5
North Carolina,Iredell County,2010,13.5
North Carolina,Iredell County,2009,13.5
North Carolina,Jackson County,2018,19.4
North Carolina,Jackson County,2017,21.6
North Carolina,Jackson County,2016,23.1
North Carolina,Jackson County,2015,22.0
